feature,importance
cat__DOMINANT_PREMISE_MTA - EXPO LINE - EXPO/VERMONT,0.0
cat__DOMINANT_PREMISE_MTA - EXPO LINE - EXPO/SEPULVEDA,0.0
cat__DOMINANT_PREMISE_MTA - EXPO LINE - EXPO PARK/USC,0.0
cat__DOMINANT_PREMISE_MTA - EXPO LINE - EXPO/LA BREA,0.0
cat__DOMINANT_PREMISE_MTA - BLUE LINE - WASHINGTON,0.0
cat__DOMINANT_PREMISE_MTA - EXPO LINE - 7TH AND METRO CENTER,0.0
cat__DOMINANT_PREMISE_METHADONE CLINIC,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - SHERMAN WAY,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - WOODLEY,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - VALLEY COLLEGE,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - WOODMAN,0.0
cat__DOMINANT_PREMISE_MTA - PURPLE LINE - WILSHIRE/NORMANDIE,0.0
cat__DOMINANT_PREMISE_MTA - PURPLE LINE - WILSHIRE/VERMONT,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - VAN NUYS,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - TAMPA,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - NORDHOFF,0.0
cat__DOMINANT_PREMISE_MTA - GOLD LINE - PICO/ALISO,0.0
cat__DOMINANT_PREMISE_MTA - GOLD LINE - SOTO,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - CANOGA,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - CHATSWORTH,0.0
cat__DOMINANT_PREMISE_MTA - GOLD LINE - SOUTHWEST MUSEUM,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - BALBOA,0.0
cat__DOMINANT_CRIME_TYPE_ILLEGAL DUMPING,0.0
cat__DOMINANT_CRIME_TYPE_HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,0.0
cat__DOMINANT_CRIME_TYPE_GRAND THEFT / INSURANCE FRAUD,0.0
cat__DOMINANT_CRIME_TYPE_GRAND THEFT / AUTO REPAIR,0.0
cat__DOMINANT_CRIME_TYPE_FALSE POLICE REPORT,0.0
cat__DOMINANT_CRIME_TYPE_FIREARMS RESTRAINING ORDER (FIREARMS RO),0.0
cat__DOMINANT_CRIME_TYPE_FALSE IMPRISONMENT,0.0
cat__DOMINANT_CRIME_TYPE_INCEST (SEXUAL ACTS BETWEEN BLOOD RELATIVES),0.0
cat__DOMINANT_PREMISE_MTA - RED LINE - PERSHING SQUARE,0.0
cat__DOMINANT_PREMISE_MTA - RED LINE - HOLLYWOOD/VINE,0.0
cat__DOMINANT_PREMISE_MTA - RED LINE - HOLLYWOOD/HIGHLAND,0.0
cat__DOMINANT_PREMISE_MTA - RED LINE - CIVIC CENTER/GRAND PARK,0.0
cat__DOMINANT_PREMISE_MTA - SILVER LINE - 37TH ST/USC,0.0
cat__DOMINANT_PREMISE_MTA - SILVER LINE - HARBOR FWY,0.0
cat__DOMINANT_CRIME_TYPE_KIDNAPPING - GRAND ATTEMPT,0.0
cat__DOMINANT_CRIME_TYPE_INCITING A RIOT,0.0
cat__DOMINANT_PREMISE_MTA - SILVER LINE - LAC/USC MEDICAL CENTER,0.0
cat__DOMINANT_PREMISE_MTA - SILVER LINE - HARBOR GATEWAY TRANSIT CTR,0.0
cat__DOMINANT_PREMISE_MTA - SILVER LINE - PACIFIC COAST HWY,0.0
cat__DOMINANT_PREMISE_MTA - SILVER LINE - ROSECRANS,0.0
cat__DOMINANT_PREMISE_MUNICIPAL BUS LINE INCLUDES LADOT/DASH,0.0
cat__DOMINANT_PREMISE_MTA PROPERTY OR PARKING LOT,0.0
cat__DOMINANT_PREMISE_NIGHT CLUB (OPEN EVENINGS ONLY),0.0
cat__DOMINANT_PREMISE_OIL REFINERY,0.0
cat__DOMINANT_PREMISE_MTA - PURPLE LINE - WILSHIRE/WESTERN,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - NORTH HOLLYWOOD,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - PIERCE COLLEGE,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - RESEDA,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - ROSCOE,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - SEPULVEDA,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - DE SOTO,0.0
cat__DOMINANT_PREMISE_MTA - ORANGE LINE - LAUREL CANYON,0.0
cat__DOMINANT_CRIME_TYPE_DOCUMENT WORTHLESS ($200.01 & OVER),0.0
cat__DOMINANT_CRIME_TYPE_DOCUMENT WORTHLESS ($200 & UNDER),0.0
cat__DOMINANT_CRIME_TYPE_DISRUPT SCHOOL,0.0
cat__DOMINANT_CRIME_TYPE_DISHONEST EMPLOYEE ATTEMPTED THEFT,0.0
cat__DOMINANT_CRIME_TYPE_DISHONEST EMPLOYEE - PETTY THEFT,0.0
cat__DOMINANT_CRIME_TYPE_DISHONEST EMPLOYEE - GRAND THEFT,0.0
"cat__DOMINANT_CRIME_TYPE_DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",0.0
cat__DOMINANT_PREMISE_OPTICAL OFFICE INSIDE STORE OR SUPERMARKET*,0.0
cat__DOMINANT_PREMISE_PAWN SHOP,0.0
cat__DOMINANT_PREMISE_PAY PHONE,0.0
cat__DOMINANT_PREMISE_PEDESTRIAN OVERCROSSING,0.0
cat__DOMINANT_PREMISE_PET STORE,0.0
"cat__DOMINANT_CRIME_TYPE_EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0.0
cat__DOMINANT_CRIME_TYPE_DRIVING WITHOUT OWNER CONSENT (DWOC),0.0
cat__DOMINANT_CRIME_TYPE_DRUNK ROLL,0.0
"cat__DOMINANT_CRIME_TYPE_DRUGS, TO A MINOR",0.0
cat__DOMINANT_CRIME_TYPE_CONTRIBUTING,0.0
cat__DOMINANT_CRIME_TYPE_CONSPIRACY,0.0
cat__DOMINANT_CRIME_TYPE_CHILD PORNOGRAPHY,0.0
cat__DOMINANT_CRIME_TYPE_COUNTERFEIT,0.0
cat__DOMINANT_CRIME_TYPE_CRUELTY TO ANIMALS,0.0
"cat__DOMINANT_CRIME_TYPE_DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",0.0
"cat__DOMINANT_CRIME_TYPE_CREDIT CARDS, FRAUD USE ($950.01 & OVER)",0.0
"cat__DOMINANT_CRIME_TYPE_CREDIT CARDS, FRAUD USE ($950 & UNDER",0.0
cat__DOMINANT_PREMISE_POST OFFICE,0.0
cat__DOMINANT_PREMISE_POOL-PUBLIC/OUTDOOR OR INDOOR*,0.0
cat__DOMINANT_PREMISE_PUBLIC RESTROOM/OUTSIDE*,0.0
cat__DOMINANT_PREMISE_PUBLIC RESTROOM(INDOORS-INSIDE),0.0
cat__DOMINANT_PREMISE_PHARMACY INSIDE STORE OR SUPERMARKET*,0.0
"cat__DOMINANT_PREMISE_OTHER INTERSTATE, CHARTER BUS",0.0
cat__DOMINANT_PREMISE_OTHER PLACE OF WORSHIP,0.0
"cat__DOMINANT_PREMISE_OTHER RR TRAIN (UNION PAC, SANTE FE ETC",0.0
cat__DOMINANT_PREMISE_SEX ORIENTED/BOOK STORE/STRIP CLUB/GENTLEMAN'S CLUB,0.0
cat__DOMINANT_PREMISE_SAVINGS & LOAN,0.0
cat__DOMINANT_PREMISE_RECYCLING CENTER,0.0
cat__DOMINANT_PREMISE_RECORD-CD MUSIC/COMPUTER GAME STORE,0.0
cat__DOMINANT_PREMISE_SPORTS ARENA,0.0
"cat__DOMINANT_PREMISE_SPORTS VENUE, OTHER",0.0
cat__DOMINANT_PREMISE_SHORT-TERM VACATION RENTAL,0.0
cat__DOMINANT_PREMISE_SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,0.0
cat__DOMINANT_PREMISE_STAPLES CENTER *,0.0
cat__DOMINANT_PREMISE_STAIRWELL*,0.0
cat__DOMINANT_PREMISE_SWAP MEET,0.0
cat__DOMINANT_PREMISE_STUDIO (FILM/PHOTOGRAPHIC/MUSIC),0.0
cat__DOMINANT_PREMISE_SYNAGOGUE/TEMPLE,0.0
cat__DOMINANT_CRIME_TYPE_BIKE - ATTEMPTED STOLEN,0.0
cat__DOMINANT_PREMISE_SKATEBOARD FACILITY/SKATEBOARD PARK*,0.0
cat__DOMINANT_PREMISE_SPECIALTY SCHOOL/OTHER,0.0
cat__DOMINANT_CRIME_TYPE_BRIBERY,0.0
cat__DOMINANT_CRIME_TYPE_BLOCKING DOOR INDUCTION CENTER,0.0
"cat__DOMINANT_CRIME_TYPE_BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",0.0
cat__DOMINANT_CRIME_TYPE_CHILD ABANDONMENT,0.0
cat__DOMINANT_PREMISE_TATTOO PARLOR*,0.0
cat__DOMINANT_PREMISE_TAXI,0.0
cat__DOMINANT_PREMISE_TELECOMMUNICATION FACILITY/LOCATION,0.0
"cat__DOMINANT_PREMISE_TERMINAL, OTHER THAN MTA",0.0
cat__DOMINANT_PREMISE_THEATRE/MOVIE,0.0
cat__DOMINANT_PREMISE_TOBACCO SHOP,0.0
cat__DOMINANT_PREMISE_TOOL SHED*,0.0
cat__DOMINANT_PREMISE_TOW YARD*,0.0
cat__DOMINANT_PREMISE_TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,0.0
"cat__DOMINANT_PREMISE_TRAIN DEPOT/TERMINAL, OTHER THAN MTA",0.0
cat__DOMINANT_PREMISE_TRAIN TRACKS,0.0
cat__DOMINANT_PREMISE_TRANSITIONAL HOUSING/HALFWAY HOUSE,0.0
